cluster,material,material_binary,X_Coord,Y_Coord
-1,slag,non-soil,666937.0293,9239289.954
6,pottery,non-soil,667111.7601,9238699.514
5,pottery,non-soil,667072.3609,9238763.711
6,pottery,non-soil,667068.4707,9238771.54
3,pottery,non-soil,667111.2342,9238918.583
4,pottery,non-soil,667072.6088,9238765.482
4,pottery,non-soil,667092.0353,9238795.477
5,pottery,non-soil,667074.3223,9238770.341
6,pottery,non-soil,667074.5199,9238769.099
4,pottery,non-soil,667063.5272,9238771.853
3,pottery,non-soil,667101.2438,9238873.189
5,pottery,non-soil,667093.3318,9238785.107
5,pottery,non-soil,667095.2324,9238793.036
4,pottery,non-soil,667071.713,9238769.24
4,pottery,non-soil,667091.1233,9238785.948
5,pottery,non-soil,667072.7932,9238765.21
5,soil,soil,667074.9489,9238771.672
4,pottery,non-soil,667091.6094,9238795.651
5,pottery,non-soil,667073.0077,9238772.979
5,pottery,non-soil,667073.9196,9238765.414
4,pottery,non-soil,667069.0095,9238771.761
2,soil,soil,667094.6913,9238789.308
6,pottery,non-soil,667073.312,9238765.153
6,pottery,non-soil,667094.8724,9238792.527
-1,soil,soil,,
6,pottery,non-soil,667068.5727,9238800.937
-1,pottery,non-soil,667066.558,9238768.97
6,pottery,non-soil,667093.3523,9238787.759
-1,pottery,non-soil,667101.1681,9238862.747
-1,soil,soil,666948.182,9238702.268
-1,slag,non-soil,666919.4288,9239237.646
6,pottery,non-soil,667068.3348,9238768.005
-1,slag,non-soil,666939.2907,9239285.64
3,pottery,non-soil,667288.5245,9238295.997
5,pottery,non-soil,667068.3103,9238772.556
-1,pottery,non-soil,667071.3348,9238802.506
-1,soil,soil,,
6,pottery,non-soil,667088.3621,9238783.526
5,pottery,non-soil,667105.1203,9238697.532
3,pottery,non-soil,667086.5978,9238896.948
-1,soil,soil,,
-1,slag,non-soil,666946.5215,9239289.323
-1,soil,soil,,
3,pottery,non-soil,667140.5576,9237679.708
4,pottery,non-soil,667095.0168,9238789.001
4,pottery,non-soil,667094.0666,9238790.466
3,pottery,non-soil,667098.2776,9238859.181
6,pottery,non-soil,667074.3849,9238764.203
4,pottery,non-soil,667089.2951,9238788.825
6,pottery,non-soil,667105.4406,9238701.829
3,pottery,non-soil,667207.0789,9238199.478
4,pottery,non-soil,667070.8706,9238759.511
5,pottery,non-soil,667094.6749,9238791.377
5,pottery,non-soil,667072.6213,9238760.758
3,pottery,non-soil,667064.5555,9238815.138
7,soil,soil,667084.4276,9238884.841
5,pottery,non-soil,667094.7908,9238788.181
5,pottery,non-soil,667094.7864,9238788.605
3,pottery,non-soil,667423.4214,9238693.211
4,pottery,non-soil,667063.6259,9238774.173
6,pottery,non-soil,667074.6354,9238770.898
6,pottery,non-soil,667063.0607,9238769.953
-1,pottery,non-soil,667075.2426,9238772.007
6,pottery,non-soil,667092.69,9238789.003
-1,metal,non-soil,667247.2848,9239114.276
-1,slag,non-soil,666950.087,9239259.658
7,soil,soil,667101.0428,9238877.281
-1,pottery,non-soil,667392.8107,9238586.354
5,pottery,non-soil,667073.3032,9238762.115
7,soil,soil,666946.2387,9238700.999
4,pottery,non-soil,667069.6759,9238767.835
0,pottery,non-soil,667029.2543,9238716.621
5,pottery,non-soil,667063.5067,9238773.41
3,pottery,non-soil,667109.0607,9238857.884
3,pottery,non-soil,667114.532,9238854.457
3,pottery,non-soil,667029.2543,9238716.621
6,pottery,non-soil,667062.7507,9238772.628
6,pottery,non-soil,667062.6775,9238771.468
-1,soil,soil,667069.2009,9238767.609
6,pottery,non-soil,667092.5684,9238794.295
6,pottery,non-soil,667071.4544,9238773.364
4,pottery,non-soil,667071.3174,9238768.955
4,pottery,non-soil,667073.2372,9238772.801
3,pottery,non-soil,667100.0734,9238910.92
-1,slag,non-soil,666963.1074,9239298.252
5,pottery,non-soil,667095.1901,9238784.211
5,pottery,non-soil,667070.0668,9238800.094
5,pottery,non-soil,667073.1117,9238766.716
6,pottery,non-soil,667093.9168,9238788.688
-1,slag,non-soil,666952.8894,9239275.884
5,pottery,non-soil,667089.2746,9238787.712
4,pottery,non-soil,667067.2844,9238769.872
3,pottery,non-soil,667136.7375,9238111.896
-1,pottery,non-soil,667077.9992,9238860.297
-1,slag,non-soil,666939.314,9239265.786
0,pottery,non-soil,667239.5661,9238207.174
5,pottery,non-soil,667075.0994,9238771.594
6,pottery,non-soil,667092.1082,9238794.264
6,pottery,non-soil,667067.3962,9238812.574
0,pottery,non-soil,667257.0714,9238354.674
5,pottery,non-soil,667068.4189,9238805.613
6,pottery,non-soil,667071.7577,9238771.829
1,pottery,non-soil,667088.8523,9238898.424
3,pottery,non-soil,667124.9582,9237882.394
3,pottery,non-soil,667081.2574,9238876.325
6,pottery,non-soil,667091.0589,9238791.24
3,pottery,non-soil,667080.0317,9238862.173
6,pottery,non-soil,667071.2203,9238772.005
4,pottery,non-soil,667074.2423,9238769.002
3,pottery,non-soil,667084.48,9238784.056
6,pottery,non-soil,667071.1981,9238759.664
-1,slag,non-soil,666915.5715,9239297.749
6,pottery,non-soil,667072.9674,9238764.87
6,pottery,non-soil,667091.9513,9238786.574
5,pottery,non-soil,667070.6245,9238802.101
-1,pottery,non-soil,667073.4479,9238770.122
5,pottery,non-soil,667090.8253,9238793.193
6,pottery,non-soil,667070.6111,9238804.504
6,pottery,non-soil,667065.6315,9238768.565
4,pottery,non-soil,667065.1513,9238772.684
2,pottery,non-soil,667106.2687,9238697.242
-1,slag,non-soil,666944.3805,9239273.374
4,pottery,non-soil,667071.0165,9238760.915
6,pottery,non-soil,667074.5518,9238769.73
5,pottery,non-soil,667095.2671,9238783.131
3,pottery,non-soil,667103.3817,9238893.492
-1,slag,non-soil,666960.4493,9239318.359
6,pottery,non-soil,667070.7619,9238759.259
7,soil,soil,666945.6367,9238702.147
3,pottery,non-soil,667102.4224,9238906.602
1,pottery,non-soil,667080.0102,9238870.178
7,soil,soil,666944.8913,9238700.092
5,pottery,non-soil,667070.0678,9238768.334
-1,pottery,non-soil,667135.4107,9237925.397
-1,pottery,non-soil,667106.2759,9238855.574
7,slag,non-soil,666919.082,9239321.848
5,pottery,non-soil,667070.7752,9238765.996
6,pottery,non-soil,667088.781,9238784.057
6,pottery,non-soil,667090.1928,9238789.835
5,pottery,non-soil,667072.1972,9238772.453
7,soil,soil,666949.6444,9238701.811
5,pottery,non-soil,667075.4111,9238772.615
3,pottery,non-soil,667125.0396,9238097.129
5,pottery,non-soil,667073.3633,9238766.63
3,pottery,non-soil,667423.763,9238644.142
5,pottery,non-soil,667095.5153,9238791.643
6,pottery,non-soil,667068.2736,9238806.51
5,pottery,non-soil,667071.5564,9238762.898
4,pottery,non-soil,667072.9605,9238767.852
6,pottery,non-soil,667074.5647,9238770.458
6,pottery,non-soil,667068.074,9238771.616
5,pottery,non-soil,667072.1116,9238771.879
4,pottery,non-soil,667103.0581,9238686.985
6,pottery,non-soil,667090.6739,9238793.752
6,pottery,non-soil,667072.8074,9238759.465
5,pottery,non-soil,667094.1351,9238795.199
-1,soil,soil,667095.2526,9238790.262
5,pottery,non-soil,667073.3133,9238759.59
3,pottery,non-soil,667262.6447,9238278.172
5,pottery,non-soil,667073.32,9238770.458
-1,soil,soil,,
6,pottery,non-soil,667092.2064,9238785.573
5,pottery,non-soil,667071.1718,9238772.903
5,pottery,non-soil,667070.8468,9238765.251
3,pottery,non-soil,667064.4526,9238806.939
5,pottery,non-soil,667090.2617,9238790.17
-1,metal,non-soil,667278.9443,9239125.587
5,pottery,non-soil,667070.851,9238762.525
4,pottery,non-soil,667094.9507,9238793.22
6,pottery,non-soil,667070.9416,9238772.752
5,pottery,non-soil,667096.0546,9238793.381
-1,metal,non-soil,,
6,pottery,non-soil,667074.5613,9238765.748
-1,soil,soil,667094.4766,9238670.747
4,pottery,non-soil,667088.8633,9238789.318
2,pottery,non-soil,667104.9912,9238690.845
-1,slag,non-soil,666947.7793,9239250.291
6,pottery,non-soil,667096.6099,9238794.189
-1,metal,non-soil,667280.6034,9239110.93
3,pottery,non-soil,667117.5791,9238060.868
3,pottery,non-soil,667117.1882,9238897.2
6,pottery,non-soil,667073.0937,9238770.807
6,pottery,non-soil,667071.7247,9238762.191
-1,slag,non-soil,666957.0153,9239258.701
5,pottery,non-soil,667075.1595,9238772.585
5,pottery,non-soil,667064.3571,9238771.325
4,pottery,non-soil,667069.4133,9238813.65
-1,slag,non-soil,666948.1592,9239246.303
6,pottery,non-soil,667093.8968,9238792.349
5,pottery,non-soil,667072.1576,9238769.119
-1,slag,non-soil,666962.9455,9239297.726
0,pottery,non-soil,667029.2543,9238716.621
5,pottery,non-soil,667065.0063,9238772.104
-1,soil,soil,,
4,pottery,non-soil,667095.0276,9238788.675
5,pottery,non-soil,667062.1567,9238768.517
4,pottery,non-soil,667067.6168,9238770.872
6,pottery,non-soil,667067.687,9238804.532
7,soil,soil,666950.0082,9238700.099
4,pottery,non-soil,667065.6111,9238770.275
6,pottery,non-soil,667093.5241,9238790.392
5,pottery,non-soil,667093.5614,9238785.056
2,pottery,non-soil,667105.9027,9238687.296
0,pottery,non-soil,667150.8452,9237988.884
-1,slag,non-soil,666940.1051,9239314.254
-1,slag,non-soil,666948.8751,9239251.366
4,pottery,non-soil,667070.7747,9238764.36
5,pottery,non-soil,667073.313,9238764.04
-1,soil,soil,,
-1,slag,non-soil,666963.0055,9239255.864
3,pottery,non-soil,667083.794,9238869.189
7,slag,non-soil,666927.5677,9239259.945
6,pottery,non-soil,667093.3724,9238788.567
4,pottery,non-soil,667063.3178,9238772.64
3,pottery,non-soil,667462.0903,9238710.544
5,pottery,non-soil,667090.0082,9238791.886
6,pottery,non-soil,667089.2694,9238786.666
-1,slag,non-soil,666951.0982,9239287.229
6,pottery,non-soil,667074.538,9238772.157
3,pottery,non-soil,667093.0132,9238876.181
5,pottery,non-soil,667050.6991,9238767.015
5,pottery,non-soil,667094.941,9238794.35
7,soil,soil,666947.8862,9238699.693
6,pottery,non-soil,667075.0762,9238772.502
7,soil,soil,667094.1589,9238668.822
5,pottery,non-soil,667090.3722,9238783.96
5,pottery,non-soil,667068.0846,9238768.149
5,pottery,non-soil,667071.521,9238766.199
6,pottery,non-soil,667066.7837,9238769.923
-1,soil,soil,667093.1102,9238800.019
5,pottery,non-soil,667075.2058,9238771.002
4,pottery,non-soil,667101.7798,9238693.845
4,pottery,non-soil,667095.2213,9238786.465
4,pottery,non-soil,667070.2854,9238760.406
3,pottery,non-soil,667106.8035,9238862.34
-1,slag,non-soil,666945.2987,9239252.735
6,pottery,non-soil,667064.5814,9238769.562
3,pottery,non-soil,667436.6513,9238689.852
1,pottery,non-soil,667056.386,9238792.418
-1,slag,non-soil,666936.9761,9239285.234
-1,slag,non-soil,666962.1605,9239245.008
6,pottery,non-soil,667072.8272,9238769.584
3,pottery,non-soil,667173.0081,9237785.107
3,pottery,non-soil,667091.9337,9238864.719
7,metal,non-soil,667253.9985,9239116.449
5,pottery,non-soil,667090.4672,9238792.909
2,pottery,non-soil,667102.4664,9238698.992
3,pottery,non-soil,667064.4212,9238807.836
4,pottery,non-soil,667072.7661,9238772.348
5,pottery,non-soil,667070.8531,9238773.438
4,pottery,non-soil,667091.557,9238791.939
3,pottery,non-soil,667220.873,9238164.943
-1,metal,non-soil,,
7,soil,soil,667091.6528,9238802.504
5,pottery,non-soil,667070.9418,9238807.382
5,pottery,non-soil,667072.6575,9238768.035
7,soil,soil,667091.6474,9238799.204
5,pottery,non-soil,667066.4393,9238768.339
-1,metal,non-soil,667270.9114,9239126.058
5,pottery,non-soil,667090.0805,9238794.998
4,pottery,non-soil,667075.1516,9238772.198
6,pottery,non-soil,667073.4493,9238765.403
5,pottery,non-soil,667074.3865,9238769.715
6,pottery,non-soil,667068.2771,9238769.112
-1,soil,soil,666943.5423,9238700.397
-1,pottery,non-soil,667071.841,9238768.07
6,pottery,non-soil,667072.0561,9238766.422
5,pottery,non-soil,667091.2529,9238791.04
0,pottery,non-soil,667236.5265,9238392.617
4,pottery,non-soil,667073.4417,9238758.984
7,soil,soil,667091.0829,9238797.884
2,pottery,non-soil,667045.7181,9238777.098
6,pottery,non-soil,667096.5348,9238785.956
-1,slag,non-soil,666932.1617,9239320.98
4,pottery,non-soil,667072.1328,9238770.14
-1,slag,non-soil,666915.3072,9239298.336
6,pottery,non-soil,667090.736,9238791.194
3,pottery,non-soil,667123.4262,9237899.183
5,pottery,non-soil,667065.1675,9238773.995
6,pottery,non-soil,667073.9963,9238769.541
3,pottery,non-soil,667153.2051,9237801.283
3,pottery,non-soil,667056.386,9238792.418
-1,pottery,non-soil,667068.3136,9238770.433
3,pottery,non-soil,666948.7219,9238701.38
6,pottery,non-soil,667074.5896,9238770.004
-1,soil,soil,,
3,pottery,non-soil,667086.7953,9238887.284
-1,metal,non-soil,667265.7849,9239125.025
4,pottery,non-soil,667075.2009,9238770.308
3,pottery,non-soil,667098.0505,9238858.623
5,pottery,non-soil,667070.7364,9238764.396
-1,slag,non-soil,666969.5187,9239295.916
5,pottery,non-soil,667088.7401,9238789.546
6,pottery,non-soil,667073.006,9238767.77
3,pottery,non-soil,667029.2543,9238716.621
5,pottery,non-soil,667069.3308,9238771.998
-1,slag,non-soil,666937.0714,9239283.305
6,pottery,non-soil,667089.337,9238789.083
4,pottery,non-soil,667072.5204,9238772.277
1,pottery,non-soil,667084.887,9238861.677
5,pottery,non-soil,667044.4345,9238774.97
5,pottery,non-soil,667073.6218,9238772.31
5,pottery,non-soil,667089.5988,9238789.663
7,soil,soil,667092.2211,9238798.328
4,pottery,non-soil,667069.837,9238773.627
4,pottery,non-soil,667089.0418,9238785.022
6,pottery,non-soil,667068.8973,9238767.532
3,pottery,non-soil,667186.4083,9238112.132
7,soil,soil,666946.5341,9238700.961
3,pottery,non-soil,667247.3739,9238202.578
3,pottery,non-soil,667310.944,9238613.98
3,pottery,non-soil,667097.8096,9238858.964
3,pottery,non-soil,667207.8049,9238203.64
6,pottery,non-soil,667091.5825,9238793.679
-1,slag,non-soil,666955.0848,9239251.072
3,pottery,non-soil,667029.2543,9238716.621
5,pottery,non-soil,667091.0514,9238788.168
-1,soil,soil,667063.8953,9238771.555
4,pottery,non-soil,667095.7713,9238790.165
6,pottery,non-soil,667090.0733,9238791.328
4,pottery,non-soil,667100.0711,9238790.549
0,pottery,non-soil,667084.48,9238784.056
-1,slag,non-soil,666933.2998,9239264.486
4,pottery,non-soil,667074.2474,9238767.914
7,soil,soil,667096.9632,9238802.939
4,pottery,non-soil,667075.2276,9238770.596
-1,slag,non-soil,666921.5198,9239311.334
6,pottery,non-soil,667074.0572,9238760.889
5,pottery,non-soil,667073.3285,9238768.825
3,pottery,non-soil,667101.993,9238889.267
5,pottery,non-soil,667072.8514,9238770.813
4,pottery,non-soil,667089.757,9238790.956
-1,slag,non-soil,666926.7361,9239258.93
5,pottery,non-soil,667069.3343,9238800.701
-1,slag,non-soil,666968.2157,9239311.036
-1,pottery,non-soil,667072.1423,9238759.035
6,pottery,non-soil,667074.0449,9238769.055
3,pottery,non-soil,667029.2543,9238716.621
0,pottery,non-soil,667151.3874,9237755.938
6,pottery,non-soil,667068.0668,9238770.777
-1,pottery,non-soil,667053.6738,9238778.619
2,pottery,non-soil,667105.6634,9238691.35
3,pottery,non-soil,667119.5824,9238912.546
4,pottery,non-soil,667072.3939,9238760.291
3,pottery,non-soil,667112.1903,9238053.066
5,pottery,non-soil,667073.8626,9238767.919
3,pottery,non-soil,667098.8541,9238862.206
7,soil,soil,667096.6811,9238801.174
5,pottery,non-soil,667071.5123,9238766.766
